Unit,Price           (1 - 500),Tab,Country,Is Command,Is Prototype,Amphibious,Speed              (23 km - 1100km),Autonomy          (60 km+),Strength         (2 - 300),Optics Ground         (40 - 220),Optics Air         (10 - 900),Optics Anti-Radar         (300 - 500),Stealth                           (0.7 - 3),Size Modifier                  (-0.2 - 0.1),Front Armor       (0 - 23),Side Armor      (0 - 12),Rear Armor       (0 - 6),Top Armor      (0 - 4),Weapon1 Type,Weapon1 HE                  (0 - 30),Weapon1 AP               (0 - 200),Weapon1 Fire Starting Probability                  (0 - 100%),Weapon1 Ammo,Weapon1 Aim Time,Weapon1 Time Between Shots,Weapon1 Shots Per Salvo,Weapon1 Reload Time,Weapon1 Dmg Radius,Weapon1 Surpress Radius,Weapon1 Accuracy,Weapon1 Accuracy While Moving,Weapon1 Range Ground,Weapon1 Range Ground Minimum,Weapon1 Range Helicopters,Weapon1 Range Helicopters Minimum,Weapon1 Range Planes,Weapon1 Range Planes Minimum,Weapon1 Range Ships,Weapon1 Range Ships Minimum,Weapon1 Supply Cost Per Salvo,Weapon2 Type,Weapon2 HE,Weapon2 AP,Weapon2 Fire Starting Probability                  (0 - 100%),Weapon2 Ammo,Weapon2 Aim Time,Weapon2 Time Between Shots,Weapon2 Shots Per Salvo,Weapon2 Reload Time,Weapon2 Damage Radius,Weapon2 Surpress Radius,Weapon2 Accuracy,Weapon2 Accuracy While Moving,Weapon2 Range Ground,Weapon2 Range Ground Minimum,Weapon2 Range Helicopters,Weapon2 Range Helicopters Minimum,Weapon2 Range Planes,Weapon2 Range Planes Minimum,Weapon2 Range Ships,Weapon2 Range Ships Minimum,Weapon2 Supply Cost Per Salvo,Weapon3 Type,Weapon3 HE,Weapon3 AP,Weapon3 Fire Starting Probability                  (0 - 100%),Weapon3 Ammo,Weapon3 Aim Time,Weapon3 Time Between Shots,Weapon3 Shots Per Salvo,Weapon3 Reload Time,Weapon3 Damage Radius,Weapon3 Surpress Radius,Weapon3 Accuracy,Weapon3 Accuracy While Moving,Weapon3 Range Ground,Weapon3 Range Ground Minimum,Weapon3 Range Helicopters,Weapon3 Range Helicopters Minimum,Weapon3 Range Planes,Weapon3 Range Planes Minimum,Weapon3 Range Ships,Weapon3 Range Ships Minimum,Weapon3 Supply Cost Per Salvo,Year,Decks
COYOTE,45,REC,Canada,FALSE,FALSE,FALSE,100 km/h,600 km,10,170,40,,1.5,,2,2,1,1,Autocannon,1,3,,420,1 s,1 s,2,2 s,7 m,22 m,60%,30%,1750 m,,,,,,1750 m,,15,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1995,Mechanized|Motorized
ERYX,15,INF,Canada,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,ATGM,2,25,,8,0 s,1 s,1,5 s,4 m,280 m,60%,,1050 m,,,,,,875 m,,75,,,,,,,,,,,,,,,,,,,,,,,1993,Mechanized|Motorized|Marine|Airborne|Armored|Support
HLVW,30,LOG,Canada,FALSE,FALSE,FALSE,90 km/h,,10,40,10,,1,0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Mechanized|Motorized|Armored|Support
ILTIS CP,110,LOG,Canada,TRUE,FALSE,FALSE,110 km/h,700 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Motorized|Airborne|Armored|Support
ILTIS SCOUT,45,REC,Canada,FALSE,FALSE,FALSE,110 km/h,700 km,5,220,40,,1.5,-0.05,4,4,4,4,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Motorized|Airborne
LAV-III TUA,60,VHC,Canada,FALSE,FALSE,TRUE,100 km/h,1000 km,10,60,40,,1,,2,2,1,1,ATGM,1,25,,12,2 s,1 s,2,10 s,4 m,280 m,70%,,2625 m,175 m,,,,,2625 m,175 m,438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,Mechanized|Motorized
LEOPARD C2 MEXAS,85,TNK,Canada,FALSE,FALSE,FALSE,60 km/h,600 km,10,80,20,,1,,14,5,4,3,Main Gun,3,17,,34,1 s,1 s,1,6 s,2 m,184 m,65%,55%,2275 m,,,,,,2275 m,,20,MMG,0.5,,,2600,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1994,Mechanized|Motorized|Armored
LEOPARD C2,65,TNK,Canada,FALSE,FALSE,FALSE,65 km/h,650 km,10,80,20,,1,,10,4,3,2,Main Gun,3,17,,34,1 s,1 s,1,6 s,2 m,184 m,65%,55%,2275 m,,,,,,2275 m,,20,MMG,0.5,,,2600,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1994,Mechanized|Motorized|Armored
CENTURION MARKSMAN,50,SUP,Canada,FALSE,FALSE,FALSE,35 km/h,600 km,10,60,250,,1,0.05,6,3,2,2,Twin Autocannon,1,,,500,1 s,0 s,68,15 s,9 m,54 m,50%,35%,1050 m,,2800 m,,2625 m,,1050 m,,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Armored|Support
RECCE,25,REC,Canada,FALSE,FALSE,FALSE,38 km/h,,2,170,40,,3,-0.15,2,2,2,2,Assault Rifles,1,,,240,1 s,2 s,6,5 s,2 m,7 m,45%,23%,525 m,2 m,525 m,,,,525 m,2 m,6,Sniper Rifle,1,1,,50,2 s,4 s,1,4 s,2 m,11 m,95%,,1575 m,88 m,,,,,1575 m,88 m,12,,,,,,,,,,,,,,,,,,,,,,,1980,Motorized|Airborne
TH-495,20,VHC,Canada,FALSE,FALSE,FALSE,75 km/h,500 km,10,80,20,,1,,3,3,1,1,Autocannon,1,2,,600,1 s,1 s,2,1 s,7 m,22 m,30%,10%,1750 m,,,,,,1750 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1993,Mechanized|Armored
ZHÀNSHÌ '85,15,INF,China,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,800,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,1,20,,6,,1 s,1,6 s,2 m,149 m,40%,,700 m,,,,,,700 m,,20,LMG,0.5,,,1000,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,1983,Mechanized|Motorized|Airborne|Armored|Support
LÙ ZHÀNDUÌ '90,20,INF,China,FALSE,FALSE,FALSE,38 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,1200,1 s,2 s,6,5 s,2 m,7 m,45%,23%,525 m,2 m,525 m,,,,525 m,2 m,6,LAW,1,21,,6,,1 s,1,3 s,2 m,140 m,60%,,525 m,,,,,,525 m,,20,SAW,0.5,,,1800,2 s,1 s,8,4 s,2 m,35 m,40%,20%,770 m,,595 m,,,,770 m,,8,1989,Marine
LÌ JIÀN '90,35,INF,China,FALSE,FALSE,FALSE,45 km/h,,10,80,40,,2,-0.15,2,2,2,2,SMG,1,,,1600,0 s,1 s,8,2 s,2 m,7 m,45%,45%,455 m,2 m,455 m,,,,455 m,2 m,8,Rocket Launcher,4,,100%,10,1 s,2 s,2,8 s,22 m,109 m,50%,,525 m,53 m,,,,,525 m,,50,SAW,0.5,,,2400,2 s,1 s,8,4 s,2 m,35 m,50%,30%,770 m,,595 m,,,,770 m,,8,1988,Mechanized|Motorized|Marine|Airborne
ZHIHUIBAN,100,LOG,China,TRUE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LMG,0.5,,,500,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Support
HN-5A,5,INF,China,FALSE,FALSE,FALSE,23 km/h,,2,80,80,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,SAM,3,,,6,1 s,6 s,1,6 s,74 m,147 m,30%,,,,2100 m,,1680 m,,,,32,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
HN-5B,10,INF,China,FALSE,FALSE,FALSE,23 km/h,,2,80,80,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,SAM,3,,,6,1 s,6 s,1,6 s,74 m,147 m,50%,,,,2275 m,,1820 m,,,,35,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Motorized|Marine|Airborne|Armored|Support
LÙ ZHÀNDUÌ,15,INF,China,FALSE,FALSE,FALSE,38 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,1200,1 s,2 s,6,5 s,2 m,7 m,45%,23%,525 m,2 m,525 m,,,,525 m,2 m,6,LAW,1,14,,6,,1 s,1,6 s,2 m,145 m,40%,,700 m,,,,,,700 m,,20,SAW,0.5,,,1800,2 s,1 s,8,4 s,2 m,35 m,40%,20%,770 m,,595 m,,,,770 m,,8,1980,Marine
PGZ-88,35,SUP,China,FALSE,FALSE,FALSE,50 km/h,500 km,10,60,250,,1,,7,4,2,1,Twin Autocannon,1,,,1000,1 s,1 s,158,15 s,8 m,55 m,45%,,1050 m,,2800 m,,2625 m,,1050 m,,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Motorized|Armored|Support
QW-1,20,INF,China,FALSE,FALSE,FALSE,23 km/h,,2,80,80,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,SAM,5,,,6,1 s,6 s,1,6 s,123 m,245 m,55%,,,,2450 m,,1960 m,,,,63,,,,,,,,,,,,,,,,,,,,,,,1995,Mechanized|Motorized|Marine|Airborne|Armored|Support
LIÈ RÉN,20,REC,China,FALSE,FALSE,FALSE,38 km/h,,10,170,40,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,1200,1 s,2 s,6,5 s,2 m,7 m,45%,23%,525 m,2 m,525 m,,,,525 m,2 m,6,LAW,1,20,,6,,1 s,1,6 s,2 m,149 m,40%,,700 m,,,,,,700 m,,20,SAW,0.5,,,1500,2 s,1 s,8,4 s,2 m,35 m,40%,20%,770 m,,595 m,,,,770 m,,8,1983,Mechanized|Motorized|Marine|Airborne|Armored|Support
YŪBÈIYÌ,5,INF,China,FALSE,FALSE,FALSE,23 km/h,,15,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,900,1 s,3 s,3,8 s,2 m,7 m,23%,10%,525 m,2 m,525 m,,,,525 m,2 m,3,LAW,1,10,,6,,1 s,1,6 s,2 m,144 m,30%,,525 m,,,,,,525 m,,20,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Armored|Support
ZHÀNSHÌ,10,INF,China,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,800,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,1,14,,6,,1 s,1,6 s,2 m,145 m,40%,,700 m,,,,,,700 m,,20,LMG,0.5,,,1000,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,1975,Mechanized|Motorized|Airborne|Armored|Support
FÁNG HUÀ BĪNG,15,INF,China,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,800,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,Flamethrower,0.75,,100%,80,2 s,1 s,8,2 s,18 m,175 m,30%,,350 m,,,,,,350 m,,100,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
LÌ JIÀN,25,INF,China,FALSE,FALSE,FALSE,45 km/h,,10,80,40,,2,-0.15,2,2,2,2,SMG,1,,,1600,0 s,1 s,8,2 s,2 m,7 m,40%,40%,455 m,2 m,455 m,,,,455 m,2 m,8,LAW,1,14,,10,,1 s,1,6 s,2 m,145 m,40%,,700 m,,,,,,700 m,,20,SAW,0.5,,,2400,2 s,1 s,8,4 s,2 m,35 m,50%,30%,770 m,,595 m,,,,770 m,,8,1980,Mechanized|Motorized|Marine|Airborne
TÁNKÈ SHĀSHǑU,15,INF,China,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,2,12,,10,,1 s,1,8 s,2 m,144 m,40%,,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,1978,Mechanized|Motorized|Marine|Airborne|Armored|Support
TÁNKÈ SHĀSHǑU '85,15,INF,China,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,2,16,,10,,1 s,1,8 s,2 m,166 m,40%,,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,1981,Mechanized|Motorized|Marine|Airborne|Armored|Support
AMX-30B CNE,130,LOG,France,TRUE,FALSE,FALSE,70 km/h,600 km,10,80,40,,1,,6,3,2,1,Main Gun,3,9,,33,1 s,1 s,1,7 s,2 m,184 m,45%,,2100 m,,,,,,2100 m,,20,Autocannon,1,2,,960,1 s,0 s,2,1 s,5 m,18 m,20%,10%,1575 m,,,,,,1575 m,,15,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,1970,Mechanized|Armored|Support
YW701,120,LOG,North Korea,TRUE,FALSE,TRUE,65 km/h,500 km,10,80,40,,1,,2,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Armored|Support
BJ212,100,LOG,China,TRUE,FALSE,FALSE,70 km/h,750 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Mechanized|Motorized|Marine|Airborne|Armored|Support
FFC CENTURION,130,LOG,Denmark,TRUE,FALSE,FALSE,35 km/h,450 km,10,80,40,,1,0.05,9,5,2,2,Main Gun,3,8,,41,1 s,1 s,1,8 s,2 m,147 m,40%,10%,1925 m,,,,,,1925 m,,15,MMG,0.75,,,900,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1965,Mechanized|Armored|Support
CMD CHIEFTAIN Mk.10,160,LOG,United Kingdom,TRUE,FALSE,FALSE,45 km/h,480 km,10,80,40,,1,,14,8,4,3,Main Gun,4,16,,41,1 s,1 s,1,9 s,2 m,210 m,60%,40%,2275 m,,,,,,2275 m,,25,MMG,0.5,,,3000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Armored|Support
CH'ONMA-HO CV,120,LOG,North Korea,TRUE,FALSE,FALSE,50 km/h,550 km,10,80,20,,1,,6,4,2,1,Main Gun,3,13,,34,1 s,1 s,1,10 s,2 m,201 m,40%,10%,1925 m,,,,,,1925 m,,25,HMG,1,1,,160,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,1980,Mechanized|Armored|Support
K277 JIHWI-CHA,130,LOG,South Korea,TRUE,FALSE,TRUE,70 km/h,500 km,10,60,40,,1,,2,2,2,2,MMG,0.75,,,1200,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,Mechanized|Armored|Support
M113A1 JIHWI-CHA,110,LOG,South Korea,TRUE,FALSE,TRUE,65 km/h,480 km,10,60,40,,1,,1,1,1,1,MMG,0.75,,,2000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Armored|Support
K111 JIHWI-CHA,100,LOG,South Korea,TRUE,FALSE,FALSE,55 km/h,1000 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
CMD LEOPARD C1,150,LOG,Canada,TRUE,FALSE,FALSE,65 km/h,600 km,10,80,40,,1,,8,3,2,2,Main Gun,3,13,,34,1 s,1 s,1,6 s,2 m,184 m,60%,45%,2100 m,,,,,,2100 m,,20,MMG,0.5,,,3000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1978,Mechanized|Armored|Support
PzBefWg LEOPARD 2,170,LOG,West Germany,TRUE,FALSE,FALSE,70 km/h,550 km,10,80,40,,1,0.05,15,6,4,3,Main Gun,3,16,,35,1 s,1 s,1,7 s,2 m,210 m,60%,50%,2275 m,,,,,,2275 m,,25,MMG,0.5,,,2600,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1979,Armored|Support
M48A3 JIHWI-CHA,120,LOG,South Korea,TRUE,FALSE,FALSE,50 km/h,460 km,10,80,40,,1,0.05,5,3,1,1,Main Gun,3,8,,42,1 s,1 s,1,8 s,2 m,158 m,40%,,1750 m,,,,,,1750 m,,15,MMG,0.75,,,900,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1965,Mechanized|Marine|Armored|Support
KoVogn M48A5,120,LOG,Norway,TRUE,FALSE,FALSE,50 km/h,460 km,10,80,40,,1,0.05,5,3,1,1,Main Gun,3,11,,37,1 s,1 s,1,8 s,2 m,184 m,45%,,1925 m,,,,,,1925 m,,20,MMG,0.75,,,900,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1979,Mechanized|Marine|Armored|Support
CMD M60A1,140,LOG,United States,TRUE,FALSE,FALSE,50 km/h,500 km,10,80,40,,1,0.05,9,4,2,2,Main Gun,3,11,,38,1 s,1 s,1,6 s,2 m,184 m,45%,,1925 m,,,,,,1925 m,,20,MMG,0.75,,,900,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1962,Mechanized|Marine|Armored|Support
KOMMANDANT,100,LOG,South Africa,TRUE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,400,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LMG,0.5,,,990,2 s,1 s,3,2 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,3,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Support
STRISTRV 103B,150,LOG,Sweden,TRUE,FALSE,TRUE,50 km/h,400 km,10,80,40,,1,-0.05,12,4,2,2,Main Gun,3,12,,25,1 s,4 s,25,4 s,2 m,184 m,45%,,2100 m,,,,,,2100 m,,500,MMG,0.5,,,9000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1972,Armored|Support
T-55AD-1,120,LOG,Poland,TRUE,FALSE,FALSE,50 km/h,500 km,10,80,20,,1,,7,3,2,1,Main Gun,3,11,,32,1 s,1 s,1,8 s,2 m,175 m,40%,15%,1925 m,,,,,,1925 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1958,Mechanized|Marine|Armored|Support
T-72K1,150,LOG,Soviet Union,TRUE,FALSE,FALSE,60 km/h,700 km,10,80,40,,1,,11,6,3,2,Main Gun,4,13,,28,1 s,9 s,28,9 s,2 m,219 m,45%,25%,1925 m,,,,,,1925 m,,700,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Armored|Support
FüPz T-72(K1),150,LOG,East Germany,TRUE,FALSE,FALSE,60 km/h,700 km,10,80,40,,1,,11,6,3,2,Main Gun,4,13,,28,1 s,9 s,28,9 s,2 m,219 m,45%,25%,1925 m,,,,,,1925 m,,700,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1978,Armored|Support
T-80UK,200,LOG,Soviet Union,TRUE,FALSE,FALSE,75 km/h,450 km,10,80,40,,1,,20,9,3,3,Main Gun,4,20,,24,1 s,7 s,24,7 s,2 m,219 m,60%,50%,2275 m,,,,,,2275 m,,600,ATGM,1,22,,3,2 s,1 s,1,6 s,4 m,280 m,50%,40%,2800 m,175 m,,,,,2800 m,175 m,147,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,1992,Armored
ZZZ-59-I,135,LOG,China,TRUE,FALSE,FALSE,50 km/h,600 km,10,80,20,,1,,7,3,2,2,Main Gun,3,10,,33,1 s,1 s,1,8 s,2 m,175 m,40%,15%,1925 m,,,,,,1925 m,,20,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1969,Mechanized|Armored|Support
NANA-SAN SHIKI CV,115,LOG,Japan,TRUE,FALSE,TRUE,70 km/h,450 km,10,60,40,,1,,1,1,1,1,MMG,0.75,,,2000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,Mechanized|Armored|Support
HACHI-NI SHIKI CV,125,LOG,Japan,TRUE,FALSE,FALSE,100 km/h,500 km,10,80,40,,1,,1,1,1,1,MMG,0.75,,,1200,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,Motorized|Marine|Airborne|Support
UAZ-469B,100,LOG,North Korea,TRUE,FALSE,FALSE,70 km/h,750 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Mechanized|Motorized|Marine|Airborne|Armored|Support
T-55K1,120,LOG,Czechoslavakia,TRUE,FALSE,FALSE,50 km/h,500 km,10,80,20,,1,,7,3,2,1,Main Gun,3,11,,32,1 s,1 s,1,8 s,2 m,175 m,30%,10%,1925 m,,,,,,1925 m,,20,MMG,0.75,,,300,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1958,Mechanized|Armored|Support
CV9030N,25,VHC,Norway,FALSE,FALSE,FALSE,65 km/h,480 km,10,80,40,,1,,6,5,2,2,Autocannon,1,4,,300,1 s,1 s,2,1 s,8 m,26 m,60%,30%,1750 m,,,,,,1750 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1995,Mechanized|Armored
VELITELSKÝ ŠTÁB,100,LOG,Czechoslavakia,TRUE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LMG,0.5,,,500,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Support
PLRK STRELA-3,10,INF,Czechoslavakia,FALSE,FALSE,FALSE,23 km/h,,2,80,80,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,SAM,3,,,6,1 s,6 s,1,6 s,74 m,147 m,40%,,,,2275 m,,1820 m,,,,35,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Motorized|Marine|Airborne|Armored|Support
CANADIAN RIFLES '85,10,INF,Canada,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,800,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,1,16,,6,,1 s,1,3 s,2 m,116 m,40%,,525 m,,,,,,525 m,,15,LMG,0.5,,,1000,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,1985,Mechanized|Motorized|Marine|Armored|Support
CANADIAN RIFLES,10,INF,Canada,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,800,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LAW,1,13,,6,,1 s,1,3 s,2 m,116 m,30%,,525 m,,,,,,525 m,,15,LMG,0.5,,,1000,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,1975,Mechanized|Motorized|Marine|Armored|Support
CASSPIR Mk.2,10,VHC,South Africa,FALSE,FALSE,FALSE,90 km/h,800 km,10,60,20,,1,,1,1,1,1,MMG,0.5,,,4000,1 s,0 s,20,4 s,2 m,7 m,20%,5%,875 m,,525 m,,,,875 m,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,Motorized|Marine
